phase,label,overrides,program,result,commits,cycles,ipc,redirects,icache_hit,icache_miss,dcache_hit,dcache_miss,study_geomean,big6_geomean
ASCENT,ASCENT/r1_CDB_WIDTH=2,"{""CDB_WIDTH"": 2, ""MUL_STAGES"": 2, ""NUM_ALU"": 3, ""PHT_SIZE"": 256}",mix_bench,PASS,47269,103134,0.458326,4152,20598,4,8176,16,0.530921,0.550231
ASCENT,ASCENT/r1_CDB_WIDTH=3,"{""CDB_WIDTH"": 3, ""MUL_STAGES"": 2, ""NUM_ALU"": 3, ""PHT_SIZE"": 256}",branch,PASS,8200,19136,0.428512,537,3609,3,0,0,0.530926,0.550231
ASCENT,ASCENT/r1_CDB_WIDTH=3,"{""CDB_WIDTH"": 3, ""MUL_STAGES"": 2, ""NUM_ALU"": 3, ""PHT_SIZE"": 256}",custom_riscv,PASS,12906,26091,0.494653,38,5184,8,5133,26,0.530926,0.550231
ASCENT,ASCENT/r1_CDB_WIDTH=3,"{""CDB_WIDTH"": 3, ""MUL_STAGES"": 2, ""NUM_ALU"": 3, ""PHT_SIZE"": 256}",riscv_mem,PASS,8950,16531,0.541407,51,3284,9,3196,26,0.530926,0.550231
ASCENT,ASCENT/r1_CDB_WIDTH=3,"{""CDB_WIDTH"": 3, ""MUL_STAGES"": 2, ""NUM_ALU"": 3, ""PHT_SIZE"": 256}",ilp_loop,PASS,40969,61538,0.665751,10,12297,3,0,0,0.530926,0.550231
ASCENT,ASCENT/r1_CDB_WIDTH=3,"{""CDB_WIDTH"": 3, ""MUL_STAGES"": 2, ""NUM_ALU"": 3, ""PHT_SIZE"": 256}",matmul8,PASS,7780,13681,0.568672,82,2712,5,1065,24,0.530926,0.550231
ASCENT,ASCENT/r1_CDB_WIDTH=3,"{""CDB_WIDTH"": 3, ""MUL_STAGES"": 2, ""NUM_ALU"": 3, ""PHT_SIZE"": 256}",mem_stream,PASS,98568,165058,0.597172,143,32974,3,32737,32,0.530926,0.550231
ASCENT,ASCENT/r1_CDB_WIDTH=3,"{""CDB_WIDTH"": 3, ""MUL_STAGES"": 2, ""NUM_ALU"": 3, ""PHT_SIZE"": 256}",mix_bench,PASS,47269,103134,0.458326,4152,20598,4,8176,16,0.530926,0.550231
ASCENT,ASCENT/r1_BTB_SIZE=64,"{""BTB_SIZE"": 64, ""MUL_STAGES"": 2, ""NUM_ALU"": 3, ""PHT_SIZE"": 256}",branch,PASS,8200,19136,0.428512,537,3609,3,0,0,0.530926,0.550231
ASCENT,ASCENT/r1_BTB_SIZE=64,"{""BTB_SIZE"": 64, ""MUL_STAGES"": 2, ""NUM_ALU"": 3, ""PHT_SIZE"": 256}",custom_riscv,PASS,12906,26091,0.494653,38,5184,8,5133,26,0.530926,0.550231
ASCENT,ASCENT/r1_BTB_SIZE=64,"{""BTB_SIZE"": 64, ""MUL_STAGES"": 2, ""NUM_ALU"": 3, ""PHT_SIZE"": 256}",riscv_mem,PASS,8950,16531,0.541407,51,3284,9,3196,26,0.530926,0.550231
ASCENT,ASCENT/r1_BTB_SIZE=64,"{""BTB_SIZE"": 64, ""MUL_STAGES"": 2, ""NUM_ALU"": 3, ""PHT_SIZE"": 256}",ilp_loop,PASS,40969,61538,0.665751,10,12297,3,0,0,0.530926,0.550231
ASCENT,ASCENT/r1_BTB_SIZE=64,"{""BTB_SIZE"": 64, ""MUL_STAGES"": 2, ""NUM_ALU"": 3, ""PHT_SIZE"": 256}",matmul8,PASS,7780,13681,0.568672,82,2712,5,1065,24,0.530926,0.550231
ASCENT,ASCENT/r1_BTB_SIZE=64,"{""BTB_SIZE"": 64, ""MUL_STAGES"": 2, ""NUM_ALU"": 3, ""PHT_SIZE"": 256}",mem_stream,PASS,98568,165058,0.597172,143,32974,3,32737,32,0.530926,0.550231
ASCENT,ASCENT/r1_BTB_SIZE=64,"{""BTB_SIZE"": 64, ""MUL_STAGES"": 2, ""NUM_ALU"": 3, ""PHT_SIZE"": 256}",mix_bench,PASS,47269,103134,0.458326,4152,20598,4,8176,16,0.530926,0.550231
ASCENT,ASCENT/r1_BTB_SIZE=128,"{""BTB_SIZE"": 128, ""MUL_STAGES"": 2, ""NUM_ALU"": 3, ""PHT_SIZE"": 256}",branch,PASS,8200,19136,0.428512,537,3609,3,0,0,0.530926,0.550231
ASCENT,ASCENT/r1_BTB_SIZE=128,"{""BTB_SIZE"": 128, ""MUL_STAGES"": 2, ""NUM_ALU"": 3, ""PHT_SIZE"": 256}",custom_riscv,PASS,12906,26091,0.494653,38,5184,8,5133,26,0.530926,0.550231
ASCENT,ASCENT/r1_BTB_SIZE=128,"{""BTB_SIZE"": 128, ""MUL_STAGES"": 2, ""NUM_ALU"": 3, ""PHT_SIZE"": 256}",riscv_mem,PASS,8950,16531,0.541407,51,3284,9,3196,26,0.530926,0.550231
ASCENT,ASCENT/r1_BTB_SIZE=128,"{""BTB_SIZE"": 128, ""MUL_STAGES"": 2, ""NUM_ALU"": 3, ""PHT_SIZE"": 256}",ilp_loop,PASS,40969,61538,0.665751,10,12297,3,0,0,0.530926,0.550231
ASCENT,ASCENT/r1_BTB_SIZE=128,"{""BTB_SIZE"": 128, ""MUL_STAGES"": 2, ""NUM_ALU"": 3, ""PHT_SIZE"": 256}",matmul8,PASS,7780,13681,0.568672,82,2712,5,1065,24,0.530926,0.550231
ASCENT,ASCENT/r1_BTB_SIZE=128,"{""BTB_SIZE"": 128, ""MUL_STAGES"": 2, ""NUM_ALU"": 3, ""PHT_SIZE"": 256}",mem_stream,PASS,98568,165058,0.597172,143,32974,3,32737,32,0.530926,0.550231
ASCENT,ASCENT/r1_BTB_SIZE=128,"{""BTB_SIZE"": 128, ""MUL_STAGES"": 2, ""NUM_ALU"": 3, ""PHT_SIZE"": 256}",mix_bench,PASS,47269,103134,0.458326,4152,20598,4,8176,16,0.530926,0.550231
ASCENT,ASCENT/r2_CACHE_LINE_BYTES=64,"{""CACHE_LINE_BYTES"": 64, ""MUL_STAGES"": 2, ""NUM_ALU"": 3, ""PHT_SIZE"": 256}",branch,PASS,8200,19136,0.428512,537,3611,2,0,0,0.555106,0.584600
ASCENT,ASCENT/r2_CACHE_LINE_BYTES=64,"{""CACHE_LINE_BYTES"": 64, ""MUL_STAGES"": 2, ""NUM_ALU"": 3, ""PHT_SIZE"": 256}",custom_riscv,TIMEOUT,,,,,,,,,0.555106,0.584600
ASCENT,ASCENT/r2_CACHE_LINE_BYTES=64,"{""CACHE_LINE_BYTES"": 64, ""MUL_STAGES"": 2, ""NUM_ALU"": 3, ""PHT_SIZE"": 256}",riscv_mem,PASS,8950,13618,0.657218,51,2700,5,3158,13,0.555106,0.584600
ASCENT,ASCENT/r2_CACHE_LINE_BYTES=64,"{""CACHE_LINE_BYTES"": 64, ""MUL_STAGES"": 2, ""NUM_ALU"": 3, ""PHT_SIZE"": 256}",ilp_loop,PASS,40969,61527,0.665870,10,12298,2,0,0,0.555106,0.584600
ASCENT,ASCENT/r2_CACHE_LINE_BYTES=64,"{""CACHE_LINE_BYTES"": 64, ""MUL_STAGES"": 2, ""NUM_ALU"": 3, ""PHT_SIZE"": 256}",matmul8,PASS,7780,13659,0.569588,82,2714,3,1077,12,0.555106,0.584600
ASCENT,ASCENT/r2_CACHE_LINE_BYTES=64,"{""CACHE_LINE_BYTES"": 64, ""MUL_STAGES"": 2, ""NUM_ALU"": 3, ""PHT_SIZE"": 256}",mem_stream,PASS,98568,165041,0.597233,142,32974,2,32753,16,0.555106,0.584600
ASCENT,ASCENT/r2_CACHE_LINE_BYTES=64,"{""CACHE_LINE_BYTES"": 64, ""MUL_STAGES"": 2, ""NUM_ALU"": 3, ""PHT_SIZE"": 256}",mix_bench,PASS,47269,103059,0.458660,4144,20560,2,8184,8,0.555106,0.584600
ASCENT,ASCENT/r2_MUL_STAGES=3,"{""NUM_ALU"": 3, ""PHT_SIZE"": 256}",branch,PASS,8200,19136,0.428512,537,3609,3,0,0,0.522866,0.540499
ASCENT,ASCENT/r2_MUL_STAGES=3,"{""NUM_ALU"": 3, ""PHT_SIZE"": 256}",custom_riscv,PASS,12906,26091,0.494653,38,5184,8,5133,26,0.522866,0.540499
ASCENT,ASCENT/r2_MUL_STAGES=3,"{""NUM_ALU"": 3, ""PHT_SIZE"": 256}",riscv_mem,PASS,8950,16531,0.541407,51,3284,9,3196,26,0.522866,0.540499
ASCENT,ASCENT/r2_MUL_STAGES=3,"{""NUM_ALU"": 3, ""PHT_SIZE"": 256}",ilp_loop,PASS,40969,61538,0.665751,10,12297,3,0,0,0.522866,0.540499
ASCENT,ASCENT/r2_MUL_STAGES=3,"{""NUM_ALU"": 3, ""PHT_SIZE"": 256}",matmul8,PASS,7780,13681,0.568672,82,2712,5,1065,24,0.522866,0.540499
ASCENT,ASCENT/r2_MUL_STAGES=3,"{""NUM_ALU"": 3, ""PHT_SIZE"": 256}",mem_stream,PASS,98568,165058,0.597172,143,32974,3,32737,32,0.522866,0.540499
ASCENT,ASCENT/r2_MUL_STAGES=3,"{""NUM_ALU"": 3, ""PHT_SIZE"": 256}",mix_bench,PASS,47269,114790,0.411787,6116,22530,4,8176,16,0.522866,0.540499
ASCENT,ASCENT/r2_PHT_SIZE=512,"{""MUL_STAGES"": 2, ""NUM_ALU"": 3, ""PHT_SIZE"": 512}",branch,PASS,8200,19141,0.428400,538,3610,3,0,0,0.530675,0.549952
ASCENT,ASCENT/r2_PHT_SIZE=512,"{""MUL_STAGES"": 2, ""NUM_ALU"": 3, ""PHT_SIZE"": 512}",custom_riscv,PASS,12906,26121,0.494085,43,5189,8,5133,26,0.530675,0.549952
ASCENT,ASCENT/r2_PHT_SIZE=512,"{""MUL_STAGES"": 2, ""NUM_ALU"": 3, ""PHT_SIZE"": 512}",riscv_mem,PASS,8950,16555,0.540622,56,3289,9,3197,26,0.530675,0.549952
ASCENT,ASCENT/r2_PHT_SIZE=512,"{""MUL_STAGES"": 2, ""NUM_ALU"": 3, ""PHT_SIZE"": 512}",ilp_loop,PASS,40969,61544,0.665686,11,12298,3,0,0,0.530675,0.549952
ASCENT,ASCENT/r2_PHT_SIZE=512,"{""MUL_STAGES"": 2, ""NUM_ALU"": 3, ""PHT_SIZE"": 512}",matmul8,PASS,7780,13689,0.568340,84,2714,5,1065,24,0.530675,0.549952
ASCENT,ASCENT/r2_PHT_SIZE=512,"{""MUL_STAGES"": 2, ""NUM_ALU"": 3, ""PHT_SIZE"": 512}",mem_stream,PASS,98568,165070,0.597128,145,32976,3,32737,32,0.530675,0.549952
ASCENT,ASCENT/r2_PHT_SIZE=512,"{""MUL_STAGES"": 2, ""NUM_ALU"": 3, ""PHT_SIZE"": 512}",mix_bench,PASS,47269,103102,0.458468,4152,20598,4,8176,16,0.530675,0.549952
ASCENT,ASCENT/r2_PHT_SIZE=1024,"{""MUL_STAGES"": 2, ""NUM_ALU"": 3}",branch,PASS,8200,19153,0.428131,540,3612,3,0,0,0.530394,0.549670
ASCENT,ASCENT/r2_PHT_SIZE=1024,"{""MUL_STAGES"": 2, ""NUM_ALU"": 3}",custom_riscv,PASS,12906,26151,0.493518,48,5194,8,5133,26,0.530394,0.549670
ASCENT,ASCENT/r2_PHT_SIZE=1024,"{""MUL_STAGES"": 2, ""NUM_ALU"": 3}",riscv_mem,PASS,8950,16579,0.539840,61,3294,9,3197,26,0.530394,0.549670
ASCENT,ASCENT/r2_PHT_SIZE=1024,"{""MUL_STAGES"": 2, ""NUM_ALU"": 3}",ilp_loop,PASS,40969,61550,0.665621,12,12299,3,0,0,0.530394,0.549670
ASCENT,ASCENT/r2_PHT_SIZE=1024,"{""MUL_STAGES"": 2, ""NUM_ALU"": 3}",matmul8,PASS,7780,13693,0.568174,85,2715,5,1065,24,0.530394,0.549670
ASCENT,ASCENT/r2_PHT_SIZE=1024,"{""MUL_STAGES"": 2, ""NUM_ALU"": 3}",mem_stream,PASS,98568,165076,0.597107,146,32977,3,32737,32,0.530394,0.549670
ASCENT,ASCENT/r2_PHT_SIZE=1024,"{""MUL_STAGES"": 2, ""NUM_ALU"": 3}",mix_bench,PASS,47269,103108,0.458442,4153,20599,4,8176,16,0.530394,0.549670
ASCENT,ASCENT/r2_NUM_ALU=2,"{""MUL_STAGES"": 2, ""PHT_SIZE"": 256}",branch,PASS,8200,19137,0.428489,537,3609,3,0,0,0.530909,0.550216
ASCENT,ASCENT/r2_NUM_ALU=2,"{""MUL_STAGES"": 2, ""PHT_SIZE"": 256}",custom_riscv,PASS,12906,26091,0.494653,38,5184,8,5133,26,0.530909,0.550216
ASCENT,ASCENT/r2_NUM_ALU=2,"{""MUL_STAGES"": 2, ""PHT_SIZE"": 256}",riscv_mem,PASS,8950,16531,0.541407,51,3284,9,3196,26,0.530909,0.550216
ASCENT,ASCENT/r2_NUM_ALU=2,"{""MUL_STAGES"": 2, ""PHT_SIZE"": 256}",ilp_loop,PASS,40969,61548,0.665643,10,12297,3,0,0,0.530909,0.550216
ASCENT,ASCENT/r2_NUM_ALU=2,"{""MUL_STAGES"": 2, ""PHT_SIZE"": 256}",matmul8,PASS,7780,13681,0.568672,82,2712,5,1065,24,0.530909,0.550216
ASCENT,ASCENT/r2_NUM_ALU=2,"{""MUL_STAGES"": 2, ""PHT_SIZE"": 256}",mem_stream,PASS,98568,165058,0.597172,143,32974,3,32737,32,0.530909,0.550216
ASCENT,ASCENT/r2_NUM_ALU=2,"{""MUL_STAGES"": 2, ""PHT_SIZE"": 256}",mix_bench,PASS,47269,103134,0.458326,4152,20598,4,8176,16,0.530909,0.550216
ASCENT,ASCENT/r2_NUM_ALU=4,"{""MUL_STAGES"": 2, ""NUM_ALU"": 4, ""PHT_SIZE"": 256}",branch,PASS,8200,19136,0.428512,537,3609,3,0,0,0.530926,0.550231
ASCENT,ASCENT/r2_NUM_ALU=4,"{""MUL_STAGES"": 2, ""NUM_ALU"": 4, ""PHT_SIZE"": 256}",custom_riscv,PASS,12906,26091,0.494653,38,5184,8,5133,26,0.530926,0.550231
ASCENT,ASCENT/r2_NUM_ALU=4,"{""MUL_STAGES"": 2, ""NUM_ALU"": 4, ""PHT_SIZE"": 256}",riscv_mem,PASS,8950,16531,0.541407,51,3284,9,3196,26,0.530926,0.550231
ASCENT,ASCENT/r2_NUM_ALU=4,"{""MUL_STAGES"": 2, ""NUM_ALU"": 4, ""PHT_SIZE"": 256}",ilp_loop,PASS,40969,61538,0.665751,10,12297,3,0,0,0.530926,0.550231
ASCENT,ASCENT/r2_NUM_ALU=4,"{""MUL_STAGES"": 2, ""NUM_ALU"": 4, ""PHT_SIZE"": 256}",matmul8,PASS,7780,13681,0.568672,82,2712,5,1065,24,0.530926,0.550231
ASCENT,ASCENT/r2_NUM_ALU=4,"{""MUL_STAGES"": 2, ""NUM_ALU"": 4, ""PHT_SIZE"": 256}",mem_stream,PASS,98568,165058,0.597172,143,32974,3,32737,32,0.530926,0.550231
ASCENT,ASCENT/r2_NUM_ALU=4,"{""MUL_STAGES"": 2, ""NUM_ALU"": 4, ""PHT_SIZE"": 256}",mix_bench,PASS,47269,103134,0.458326,4152,20598,4,8176,16,0.530926,0.550231
ASCENT,ASCENT/r2_STORE_BUF_DEPTH=4,"{""MUL_STAGES"": 2, ""NUM_ALU"": 3, ""PHT_SIZE"": 256, ""STORE_BUF_DEPTH"": 4}",branch,PASS,8200,19136,0.428512,537,3609,3,0,0,0.530926,0.550231
ASCENT,ASCENT/r2_STORE_BUF_DEPTH=4,"{""MUL_STAGES"": 2, ""NUM_ALU"": 3, ""PHT_SIZE"": 256, ""STORE_BUF_DEPTH"": 4}",custom_riscv,PASS,12906,26091,0.494653,38,5184,8,5133,26,0.530926,0.550231
ASCENT,ASCENT/r2_STORE_BUF_DEPTH=4,"{""MUL_STAGES"": 2, ""NUM_ALU"": 3, ""PHT_SIZE"": 256, ""STORE_BUF_DEPTH"": 4}",riscv_mem,PASS,8950,16531,0.541407,51,3284,9,3196,26,0.530926,0.550231
ASCENT,ASCENT/r2_STORE_BUF_DEPTH=4,"{""MUL_STAGES"": 2, ""NUM_ALU"": 3, ""PHT_SIZE"": 256, ""STORE_BUF_DEPTH"": 4}",ilp_loop,PASS,40969,61538,0.665751,10,12297,3,0,0,0.530926,0.550231
ASCENT,ASCENT/r2_STORE_BUF_DEPTH=4,"{""MUL_STAGES"": 2, ""NUM_ALU"": 3, ""PHT_SIZE"": 256, ""STORE_BUF_DEPTH"": 4}",matmul8,PASS,7780,13681,0.568672,82,2712,5,1065,24,0.530926,0.550231
ASCENT,ASCENT/r2_STORE_BUF_DEPTH=4,"{""MUL_STAGES"": 2, ""NUM_ALU"": 3, ""PHT_SIZE"": 256, ""STORE_BUF_DEPTH"": 4}",mem_stream,PASS,98568,165058,0.597172,143,32974,3,32737,32,0.530926,0.550231
ASCENT,ASCENT/r2_STORE_BUF_DEPTH=4,"{""MUL_STAGES"": 2, ""NUM_ALU"": 3, ""PHT_SIZE"": 256, ""STORE_BUF_DEPTH"": 4}",mix_bench,PASS,47269,103134,0.458326,4152,20598,4,8176,16,0.530926,0.550231
ASCENT,ASCENT/r2_RS_DEPTH=16,"{""MUL_STAGES"": 2, ""NUM_ALU"": 3, ""PHT_SIZE"": 256, ""RS_DEPTH"": 16}",branch,PASS,8200,19136,0.428512,537,3609,3,0,0,0.530926,0.550231
ASCENT,ASCENT/r2_RS_DEPTH=16,"{""MUL_STAGES"": 2, ""NUM_ALU"": 3, ""PHT_SIZE"": 256, ""RS_DEPTH"": 16}",custom_riscv,PASS,12906,26091,0.494653,38,5184,8,5133,26,0.530926,0.550231
ASCENT,ASCENT/r2_RS_DEPTH=16,"{""MUL_STAGES"": 2, ""NUM_ALU"": 3, ""PHT_SIZE"": 256, ""RS_DEPTH"": 16}",riscv_mem,PASS,8950,16531,0.541407,51,3284,9,3196,26,0.530926,0.550231
ASCENT,ASCENT/r2_RS_DEPTH=16,"{""MUL_STAGES"": 2, ""NUM_ALU"": 3, ""PHT_SIZE"": 256, ""RS_DEPTH"": 16}",ilp_loop,PASS,40969,61538,0.665751,10,12297,3,0,0,0.530926,0.550231
ASCENT,ASCENT/r2_RS_DEPTH=16,"{""MUL_STAGES"": 2, ""NUM_ALU"": 3, ""PHT_SIZE"": 256, ""RS_DEPTH"": 16}",matmul8,PASS,7780,13681,0.568672,82,2712,5,1065,24,0.530926,0.550231
ASCENT,ASCENT/r2_RS_DEPTH=16,"{""MUL_STAGES"": 2, ""NUM_ALU"": 3, ""PHT_SIZE"": 256, ""RS_DEPTH"": 16}",mem_stream,PASS,98568,165058,0.597172,143,32974,3,32737,32,0.530926,0.550231
ASCENT,ASCENT/r2_RS_DEPTH=16,"{""MUL_STAGES"": 2, ""NUM_ALU"": 3, ""PHT_SIZE"": 256, ""RS_DEPTH"": 16}",mix_bench,PASS,47269,103134,0.458326,4152,20598,4,8176,16,0.530926,0.550231
ASCENT,ASCENT/r2_ROB_DEPTH=16,"{""MUL_STAGES"": 2, ""NUM_ALU"": 3, ""PHT_SIZE"": 256, ""ROB_DEPTH"": 16}",branch,PASS,8200,19136,0.428512,537,3609,3,0,0,0.530926,0.550231
ASCENT,ASCENT/r2_ROB_DEPTH=16,"{""MUL_STAGES"": 2, ""NUM_ALU"": 3, ""PHT_SIZE"": 256, ""ROB_DEPTH"": 16}",custom_riscv,PASS,12906,26091,0.494653,38,5184,8,5133,26,0.530926,0.550231
ASCENT,ASCENT/r2_ROB_DEPTH=16,"{""MUL_STAGES"": 2, ""NUM_ALU"": 3, ""PHT_SIZE"": 256, ""ROB_DEPTH"": 16}",riscv_mem,PASS,8950,16531,0.541407,51,3284,9,3196,26,0.530926,0.550231
ASCENT,ASCENT/r2_ROB_DEPTH=16,"{""MUL_STAGES"": 2, ""NUM_ALU"": 3, ""PHT_SIZE"": 256, ""ROB_DEPTH"": 16}",ilp_loop,PASS,40969,61538,0.665751,10,12297,3,0,0,0.530926,0.550231
ASCENT,ASCENT/r2_ROB_DEPTH=16,"{""MUL_STAGES"": 2, ""NUM_ALU"": 3, ""PHT_SIZE"": 256, ""ROB_DEPTH"": 16}",matmul8,PASS,7780,13681,0.568672,82,2712,5,1065,24,0.530926,0.550231
ASCENT,ASCENT/r2_ROB_DEPTH=16,"{""MUL_STAGES"": 2, ""NUM_ALU"": 3, ""PHT_SIZE"": 256, ""ROB_DEPTH"": 16}",mem_stream,PASS,98568,165058,0.597172,143,32974,3,32737,32,0.530926,0.550231
ASCENT,ASCENT/r2_ROB_DEPTH=16,"{""MUL_STAGES"": 2, ""NUM_ALU"": 3, ""PHT_SIZE"": 256, ""ROB_DEPTH"": 16}",mix_bench,PASS,47269,103134,0.458326,4152,20598,4,8176,16,0.530926,0.550231
ASCENT,ASCENT/r2_NUM_MUL=2,"{""MUL_STAGES"": 2, ""NUM_ALU"": 3, ""NUM_MUL"": 2, ""PHT_SIZE"": 256}",branch,PASS,8200,19136,0.428512,537,3609,3,0,0,0.530926,0.550231
ASCENT,ASCENT/r2_NUM_MUL=2,"{""MUL_STAGES"": 2, ""NUM_ALU"": 3, ""NUM_MUL"": 2, ""PHT_SIZE"": 256}",custom_riscv,PASS,12906,26091,0.494653,38,5184,8,5133,26,0.530926,0.550231
ASCENT,ASCENT/r2_NUM_MUL=2,"{""MUL_STAGES"": 2, ""NUM_ALU"": 3, ""NUM_MUL"": 2, ""PHT_SIZE"": 256}",riscv_mem,PASS,8950,16531,0.541407,51,3284,9,3196,26,0.530926,0.550231
ASCENT,ASCENT/r2_NUM_MUL=2,"{""MUL_STAGES"": 2, ""NUM_ALU"": 3, ""NUM_MUL"": 2, ""PHT_SIZE"": 256}",ilp_loop,PASS,40969,61538,0.665751,10,12297,3,0,0,0.530926,0.550231
ASCENT,ASCENT/r2_NUM_MUL=2,"{""MUL_STAGES"": 2, ""NUM_ALU"": 3, ""NUM_MUL"": 2, ""PHT_SIZE"": 256}",matmul8,PASS,7780,13681,0.568672,82,2712,5,1065,24,0.530926,0.550231
ASCENT,ASCENT/r2_NUM_MUL=2,"{""MUL_STAGES"": 2, ""NUM_ALU"": 3, ""NUM_MUL"": 2, ""PHT_SIZE"": 256}",mem_stream,PASS,98568,165058,0.597172,143,32974,3,32737,32,0.530926,0.550231
ASCENT,ASCENT/r2_NUM_MUL=2,"{""MUL_STAGES"": 2, ""NUM_ALU"": 3, ""NUM_MUL"": 2, ""PHT_SIZE"": 256}",mix_bench,PASS,47269,103134,0.458326,4152,20598,4,8176,16,0.530926,0.550231
ASCENT,ASCENT/r2_NUM_LSQ=1,"{""MUL_STAGES"": 2, ""NUM_ALU"": 3, ""NUM_LSQ"": 1, ""PHT_SIZE"": 256}",branch,PASS,8200,19136,0.428512,537,3609,3,0,0,0.530919,0.550224
ASCENT,ASCENT/r2_NUM_LSQ=1,"{""MUL_STAGES"": 2, ""NUM_ALU"": 3, ""NUM_LSQ"": 1, ""PHT_SIZE"": 256}",custom_riscv,PASS,12906,26091,0.494653,38,5184,8,5133,26,0.530919,0.550224
ASCENT,ASCENT/r2_NUM_LSQ=1,"{""MUL_STAGES"": 2, ""NUM_ALU"": 3, ""NUM_LSQ"": 1, ""PHT_SIZE"": 256}",riscv_mem,PASS,8950,16531,0.541407,51,3284,9,3102,26,0.530919,0.550224
ASCENT,ASCENT/r2_NUM_LSQ=1,"{""MUL_STAGES"": 2, ""NUM_ALU"": 3, ""NUM_LSQ"": 1, ""PHT_SIZE"": 256}",ilp_loop,PASS,40969,61538,0.665751,10,12297,3,0,0,0.530919,0.550224
ASCENT,ASCENT/r2_NUM_LSQ=1,"{""MUL_STAGES"": 2, ""NUM_ALU"": 3, ""NUM_LSQ"": 1, ""PHT_SIZE"": 256}",matmul8,PASS,7780,13682,0.568630,82,2712,5,1065,24,0.530919,0.550224
ASCENT,ASCENT/r2_NUM_LSQ=1,"{""MUL_STAGES"": 2, ""NUM_ALU"": 3, ""NUM_LSQ"": 1, ""PHT_SIZE"": 256}",mem_stream,PASS,98568,165059,0.597168,143,32974,3,32737,32,0.530919,0.550224
ASCENT,ASCENT/r2_NUM_LSQ=1,"{""MUL_STAGES"": 2, ""NUM_ALU"": 3, ""NUM_LSQ"": 1, ""PHT_SIZE"": 256}",mix_bench,PASS,47269,103134,0.458326,4152,20598,4,8176,16,0.530919,0.550224
ASCENT,ASCENT/r2_NUM_DIV=2,"{""MUL_STAGES"": 2, ""NUM_ALU"": 3, ""NUM_DIV"": 2, ""PHT_SIZE"": 256}",branch,PASS,8200,19136,0.428512,537,3609,3,0,0,0.530926,0.550231
ASCENT,ASCENT/r2_NUM_DIV=2,"{""MUL_STAGES"": 2, ""NUM_ALU"": 3, ""NUM_DIV"": 2, ""PHT_SIZE"": 256}",custom_riscv,PASS,12906,26091,0.494653,38,5184,8,5133,26,0.530926,0.550231
ASCENT,ASCENT/r2_NUM_DIV=2,"{""MUL_STAGES"": 2, ""NUM_ALU"": 3, ""NUM_DIV"": 2, ""PHT_SIZE"": 256}",riscv_mem,PASS,8950,16531,0.541407,51,3284,9,3196,26,0.530926,0.550231
ASCENT,ASCENT/r2_NUM_DIV=2,"{""MUL_STAGES"": 2, ""NUM_ALU"": 3, ""NUM_DIV"": 2, ""PHT_SIZE"": 256}",ilp_loop,PASS,40969,61538,0.665751,10,12297,3,0,0,0.530926,0.550231
ASCENT,ASCENT/r2_NUM_DIV=2,"{""MUL_STAGES"": 2, ""NUM_ALU"": 3, ""NUM_DIV"": 2, ""PHT_SIZE"": 256}",matmul8,PASS,7780,13681,0.568672,82,2712,5,1065,24,0.530926,0.550231
ASCENT,ASCENT/r2_NUM_DIV=2,"{""MUL_STAGES"": 2, ""NUM_ALU"": 3, ""NUM_DIV"": 2, ""PHT_SIZE"": 256}",mem_stream,PASS,98568,165058,0.597172,143,32974,3,32737,32,0.530926,0.550231
ASCENT,ASCENT/r2_NUM_DIV=2,"{""MUL_STAGES"": 2, ""NUM_ALU"": 3, ""NUM_DIV"": 2, ""PHT_SIZE"": 256}",mix_bench,PASS,47269,103134,0.458326,4152,20598,4,8176,16,0.530926,0.550231
ASCENT,ASCENT/r2_MSHR_WAITERS=2,"{""MSHR_WAITERS"": 2, ""MUL_STAGES"": 2, ""NUM_ALU"": 3, ""PHT_SIZE"": 256}",branch,PASS,8200,19136,0.428512,537,3609,3,0,0,0.530926,0.550231
ASCENT,ASCENT/r2_MSHR_WAITERS=2,"{""MSHR_WAITERS"": 2, ""MUL_STAGES"": 2, ""NUM_ALU"": 3, ""PHT_SIZE"": 256}",custom_riscv,PASS,12906,26091,0.494653,38,5184,8,5133,26,0.530926,0.550231
ASCENT,ASCENT/r2_MSHR_WAITERS=2,"{""MSHR_WAITERS"": 2, ""MUL_STAGES"": 2, ""NUM_ALU"": 3, ""PHT_SIZE"": 256}",riscv_mem,PASS,8950,16531,0.541407,51,3284,9,3196,26,0.530926,0.550231
ASCENT,ASCENT/r2_MSHR_WAITERS=2,"{""MSHR_WAITERS"": 2, ""MUL_STAGES"": 2, ""NUM_ALU"": 3, ""PHT_SIZE"": 256}",ilp_loop,PASS,40969,61538,0.665751,10,12297,3,0,0,0.530926,0.550231
ASCENT,ASCENT/r2_MSHR_WAITERS=2,"{""MSHR_WAITERS"": 2, ""MUL_STAGES"": 2, ""NUM_ALU"": 3, ""PHT_SIZE"": 256}",matmul8,PASS,7780,13681,0.568672,82,2712,5,1065,24,0.530926,0.550231
ASCENT,ASCENT/r2_MSHR_WAITERS=2,"{""MSHR_WAITERS"": 2, ""MUL_STAGES"": 2, ""NUM_ALU"": 3, ""PHT_SIZE"": 256}",mem_stream,PASS,98568,165058,0.597172,143,32974,3,32737,32,0.530926,0.550231
